id,FID,PORT,TYPE,name,RANK,TOTAL,FOREIGN_,EXPORTS,IMPORTS,DOMESTIC,Longitude,Latitude,Pop_CT,PCT_Pov,WF,IF_CEJ,PCT_TA,PCT_ACEW,PCT_TI,PCT_SV,IF_ETC,SL,PCT_CD,PCT_EB,PCT_HV,Railway_Length,Highway_Length,dock_count,lower_lat,upper_lat,lower_lon,upper_lon,Pop_C
74,53,3212,L,"Marblehead, OH",109,2287124,12775,0,12775,2274349,-82.70906,41.52962,2006,0.21,0,0,80.47281666,31.11391381,74.5373048,36.94051194,0,0,24.78551001,25.07179542,43.27392142,0.010809938,12.00075974,5,41.508549,41.59066147,-82.91206928,-82.70211082,40362
75,122,3213,L,"Sandusky, OH",129,1781881,846870,101413,745457,935011,-82.71227,41.47022,1245,0.92,0,1,46.1827646,35.79468386,42.99089069,85.60465227,1,0,83.69280267,85.00220451,49.9083835,9.542866476,13.97960476,7,41.44098811,41.48152465,-82.74888374,-82.66885007,75619
76,139,3204,L,"Toledo-Lucas County Port, OH",44,10245290,2614996,1111922,1503074,7630294,-83.50751,41.66294,1435,0.82,0,1,16.94380181,78.09949313,14.97614228,73.12312312,1,0,80.62797903,99.98689212,96.56973562,77.09813972,64.58718908,22,41.62454297,41.69198837,-83.56295641,-83.46317417,431281
77,61,3198,L,"Monroe, MI",103,2547414,306122,306122,0,2241292,-83.390609,41.915134,1378,0.96,0,1,27.70387507,60.34671489,25.90008676,70.54554555,1,0,84.31124881,97.38080768,94.31382814,72.21998528,35.90061878,4,41.87769421,41.92111796,-83.40219613,-83.34306591,154802
78,21,3321,L,"Detroit-Wayne County Port, MI",51,9058895,2374484,2294967,79517,6684411,-83.109586,42.269094,1994,0,0,0,43.30899364,11.74118935,86.5372566,97.50226417,1,0,75.04170639,97.06026049,27.27553959,191.5771455,31.44004391,15,42.24886047,42.28835761,-83.12670504,-83.09604279,1793914
79,54,3500,L,"Marine City, MI",132,1675227,34190,34190,0,1641037,-82.50235,42.71545,4209,0.5,0,0,43.41261808,55.35421079,45.77308656,34.2985843,1,0,52.47497617,62.23262908,85.01058944,5.361350751,37.55037214,3,42.68800627,42.731661,-82.51449942,-82.48227807,160379
80,2,3617,L,"Alpena, MI",114,2197451,35968,18739,17229,2161483,-83.421733,45.061967,2860,0.79,0,1,60.39256796,29.48742355,56.12830152,64.91372325,1,0,63.97283127,91.93508026,44.49944078,35.26472821,12.11794128,1,45.04873976,45.07550426,-83.44437116,-83.40409447,28912
81,114,3619,L,"Presque Isle Township, MI",78,4295313,625050,81368,543682,3670263,-83.421382,45.29794,1416,0.11,0,0,95.91406401,20.63155891,91.20879121,16.11969112,0,0,7.73593899,3.715487553,44.62199272,0,0,1,45.28650213,45.30729009,-83.44385146,-83.40747252,12988
82,117,3635,L,"Rogers City, MI",64,6768390,207496,46516,160980,6560894,-83.811972,45.422298,2481,0.68,0,1,37.72652786,50.20227019,35.21062271,45.63849564,0,0,25.0321735,25.28271309,95.25497942,0,39.71940577,1,45.39122151,45.44007323,-83.85727215,-83.72838676,12988
83,16,3627,L,"Clark Township, MI",100,2751495,111660,40276,71384,2639835,-84.31281,45.99139,1469,0.46,0,0,97.07803162,13.83885015,92.95956237,32.21674055,0,0,4.647283127,12.90768479,44.72669728,4.315567697,10.20822301,1,45.94781932,46.03512878,-84.4528474,-84.19507661,10830
84,63,3803,L,"Mueller Township, MI",85,3892660,77213,76963,250,3815447,-85.872972,45.969424,2301,0.63,0,0,99.47344322,4.804511815,98.71794872,43.71991039,0,0,1.519304099,8.387850189,15.94483973,11.88766386,0,1,45.92183436,46.07982291,-85.97348718,-85.71571639,8050
85,55,3841,L,"Marquette, MI",71,5534389,325599,283905,41694,5208790,-87.384821,46.577292,2802,0.96,0,0,63.5784172,16.60162292,59.15871409,71.3701797,0,0,21.66468065,67.35185119,40.59205673,30.21298312,8.573054155,2,46.57366705,46.58562013,-87.39434471,-87.37667494,66013
86,26,3778,L,"Green Bay, WI",125,1808265,406009,406009,0,1402256,-88.018118,44.516215,1603,0.91,1,1,52.67495662,10.68581491,51.60979372,89.1963392,1,0,65.25619638,99.14202981,13.88406349,88.96254934,79.88897362,14,44.50513442,44.54671036,-88.0886628,-87.92859546,268740
87,59,3756,L,"Milwaukee, WI",119,2117763,979811,924871,54940,1137952,-87.89967,42.98824,3409,0.37,0,0,6.458453827,58.31330462,5.671631001,36.31488631,0,0,72.18898951,98.90370476,62.97146801,70.11937276,91.53884782,24,42.91147692,43.12143538,-87.91508328,-87.87870434,939471
88,38,3749,L,"Illinois International Port, IL",46,10054729,2500462,2500229,233,7554267,-87.63799,41.88662,6725,0.07,0,0,5.547522653,24.2557647,5.55354733,12.83902951,0,0,91.76835081,99.73665082,7.205577898,152.3591276,230.9213028,0,41.85414895,41.90923706,-87.64432001,-87.63366618,5275555
89,73,3743,L,"Northern Indiana District, IN",25,25447430,360172,289293,70879,25087258,-87.202507,41.625047,3249,0.67,0,0,67.61736071,42.21140804,81.52111047,32.56232423,1,0,37.63107722,94.51852381,37.5556243,58.73042455,26.97645059,8,41.61352824,41.64990718,-87.23401752,-87.12592009,173207
90,43,7711,I,"Joliet Regional Port, IL",48,9291339,0,0,0,9291339,-88.089837,41.515729,2574,0.85,0,1,18.1511471,89.67648669,18.00775978,70.63015396,1,0,90.62202097,96.35481834,73.236085,126.4817319,71.42761464,4,41.48776104,41.54232945,-88.09957649,-88.08190671,697298
91,75,7712,I,"Ottawa Port District, IL",146,1193440,0,0,0,1193440,-88.849502,41.340778,4811,0.15,0,0,79.78961828,40.97161078,82.0970696,15.95166595,0,0,18.26978074,19.86915955,32.45603598,76.93405409,36.64586322,6,41.27065671,41.41201488,-88.89926359,-88.80052074,109650
92,39,2313,I,"Illinois Valley Port, IL",74,4903550,0,0,0,4903550,-89.201203,41.312592,3484,0.53,0,0,66.62328899,43.77721724,61.79631772,54.36865437,0,0,23.18517636,61.7285716,36.91668848,20.87945893,38.49480621,4,41.28209009,41.34185549,-89.23291045,-89.17626324,33243
93,31,2312,I,"Heart of Illinois Port, IL",82,4099548,0,0,0,4099548,-89.604704,40.670189,2583,0.37,0,0,35.68175246,45.06460748,36.62642182,37.06087039,0,0,55.10486177,82.71547564,33.8921543,105.4892412,86.91818021,4,40.64260026,40.69457018,-89.61618859,-89.59592032,131341
94,30,2311,I,"Havana Regional Port, IL",104,2513302,0,0,0,2513302,-90.069515,40.289261,3214,0.7,0,1,64.79178716,39.05004402,65.36533642,59.35697602,1,0,43.34604385,88.57827191,39.4450658,22.50725355,70.21068556,9,40.26698768,40.30440602,-90.09593589,-90.05280086,13091
95,58,2306,I,"Mid-America Port, IA, IL and MO",39,13179431,0,0,0,13179431,-91.348317,39.716765,2757,0.55,0,0,97.56241565,10.70723175,95.82007904,42.86190953,0,0,4.320781697,15.40771458,8.828498679,42.43997989,37.23669135,1,39.69382446,39.72942385,-91.37946292,-91.32775285,14734
96,3,2309,I,"America's Central Port, IL",72,5528169,0,0,0,5528169,-90.10405,38.841903,2450,0.79,0,1,35.04916136,81.03181591,38.48443223,56.002431,1,0,86.81244042,96.76592905,81.90752683,88.9904531,32.56900146,12,38.80487903,38.86386488,-90.11178671,-90.10009348,265868
97,131,2341,I,"St. Louis City Port, MO",57,8223666,0,0,0,8223666,-90.183639,38.626713,5438,0.5,0,0,2.033930981,71.79044809,3.556969346,39.46446446,0,0,96.15109628,99.84628034,53.24703139,198.2484775,154.508805,18,38.59998763,38.66261138,-90.19545828,-90.17415061,1004305
98,130,2319,I,"Southwest Regional Port, IL",59,7821051,0,0,0,7821051,-90.201366,38.585555,5554,0.89,1,1,45.21520147,45.54291697,87.70242915,84.42370942,1,0,50.73403241,96.97088859,43.52735407,158.0326507,49.6380737,24,38.52047366,38.59946793,-90.25223542,-90.17116234,257412
99,132,2342,I,"St. Louis County, MO",136,1557583,0,0,0,1557583,-90.281577,38.48219,4818,0.05,0,0,25.01204935,91.20005711,23.17331791,7.15000715,0,0,70.22878932,65.99220677,67.11919663,16.49888577,31.17897672,13,38.39834435,38.56049049,-90.33174939,-90.25275511,1004305
100,42,2344,I,"Jefferson County Port, MO",92,3122666,0,0,0,3122666,-90.374604,38.26396,2684,0.4,0,0,46.80933102,68.02108369,54.64984577,35.65946899,0,0,47.11391802,46.47219342,54.50824548,26.1202613,25.01307075,1,38.24165505,38.26867941,-90.38216021,-90.36552983,226569
101,47,2307,I,"Kaskaskia Regional Port, IL",68,6120629,0,0,0,6120629,-90.046146,38.143332,3214,0.06,0,0,96.71775593,11.42588582,93.65842491,13.55164688,0,0,4.280266921,20.51263719,7.148466316,0,0,5,38.03039734,38.20085867,-90.2647082,-89.90299757,34953
102,67,2351,I,"New Bourbon Port Authority, MO",43,10295854,0,0,0,10295854,-90.090119,38.014533,4689,0.65,0,0,53.64010989,89.80677248,49.9590322,39.36198103,1,0,52.31410867,59.02834876,84.08847536,15.03800087,0,6,37.99947524,38.0228617,-90.11737348,-90.05578913,18478
103,40,2314,I,"Jackson-Union Port District, IL",90,3447811,0,0,0,3447811,-89.512469,37.661656,2526,0.64,0,1,99.29752265,43.48095091,98.43599383,54.41512942,1,0,17.60605338,22.27385932,40.82645218,33.20763287,3.743709697,1,37.62087439,37.70142776,-89.51803041,-89.50243944,52966
104,128,2368,I,"Southeast Missouri Port, MO",81,4113373,0,0,0,4113373,-89.499988,37.246444,2312,0.97,1,1,56.01624253,44.6017657,63.23983035,92.56041756,1,0,30.98188751,75.01519322,47.33122338,24.60529549,10.25182047,3,37.24214362,37.25045881,-89.5197844,-89.47612967,81710
105,56,2316,I,"Massac-Metropolis Port, IL",96,2878020,0,0,0,2878020,-88.727405,37.144372,2142,0.84,1,1,67.58000771,24.84472789,76.33988818,85.30196864,1,0,24.10867493,76.19490223,22.16881232,25.12751152,18.41615387,4,37.13742424,37.14833792,-88.74354872,-88.71028797,14170
106,78,2302,I,"Paducah-McCracken Riverport, KY",60,7201132,0,0,0,7201132,-88.693177,37.129276,1754,0.62,0,0,50.39762869,62.6038122,60.11784268,71.46074646,1,0,33.43422307,50.94436302,53.49094543,0,30.82729313,0,37.12495146,37.13638484,-88.72626872,-88.65896768,67872
107,34,2304,I,"Hickman-Fulton County Port, KY",145,1199302,0,0,0,1199302,-89.205352,36.581544,2654,0.86,1,1,54.77515905,91.06679675,60.79863119,64.94232328,1,0,45.69590086,23.5655811,97.39428408,14.20710153,28.47261062,8,36.54184899,36.62344176,-89.21342173,-89.19055497,6513
108,69,2288,I,"New Madrid County Port, MO",101,2646553,0,0,0,2646553,-89.56866,36.526837,2262,0.81,1,1,70.52848467,90.25890584,87.21925005,79.56885457,1,0,45.42659676,17.52284941,94.46017657,29.4013591,49.60040441,7,36.48831997,36.57303094,-89.5805892,-89.55304514,16428
109,80,2263,I,"Pemiscot County Port, MO",141,1345266,0,0,0,1345266,-89.680077,36.211694,3035,0.56,0,1,90.77621939,17.20843348,95.81043956,70.34415368,0,0,7.64656816,11.27873306,15.64976322,5.623304563,8.415445048,4,36.19819791,36.21976543,-89.6906355,-89.66153235,15662
110,57,2294,I,"Memphis-Shelby County Port, TN",58,8207414,0,0,0,8207414,-90.06198,35.18177,3426,0.96,1,1,39.96409292,93.17516598,46.2574706,93.68296868,1,0,60.32054337,69.1357142,96.59710159,19.24214898,13.05785008,4,35.109688,35.21466723,-90.0642992,-90.04922793,930020
111,32,2365,I,"Helena-West Helena Port, AR",142,1315862,0,0,0,1315862,-90.58323,34.52186,1542,0.97,1,1,33.69722383,58.90583728,42.56193368,97.29491396,1,0,31.89585319,74.31928407,99.13142803,9.065246454,15.71857058,6,34.50176989,34.53710943,-90.59179386,-90.57776198,16571
112,107,2259,I,"Port of Rosedale, MS",135,1621468,0,0,0,1621468,-91.02206,33.813551,2708,0.97,1,1,88.18078851,44.7707208,96.99489107,95.53124553,1,0,17.06029552,6.645694062,51.17078743,0,7.315532478,6,33.79316007,33.82746022,-91.03171921,-91.00885245,30980
113,94,2439,I,"Port of Greenville, MS",106,2438539,0,0,0,2438539,-91.101605,33.36781,3200,0.77,0,1,48.40707538,79.83009304,56.63557933,64.56933124,1,0,46.24046711,64.01291722,80.85810152,13.59008211,16.21631606,19,33.31737548,33.4285911,-91.16502205,-91.04029425,44922
114,110,2438,I,"Port of Vicksburg, MS",98,2870599,0,0,0,2870599,-90.90056,32.3347,1846,0.66,0,1,75.74826489,27.10539466,86.2444573,71.15329615,0,0,9.829599619,18.93850022,24.41877067,50.75663992,40.90727554,5,32.31565533,32.34735698,-90.90933005,-90.88464434,10017
115,13,2227,I,"Central Louisiana Regional, LA",105,2447462,0,0,0,2447462,-92.440674,31.312083,2409,0.87,0,1,42.84027376,72.22235442,42.94751301,89.8338815,1,0,53.40204957,91.41672327,97.60369322,51.46820686,106.4462516,0,31.27781608,31.31887232,-92.44686005,-92.39670908,130013
116,140,6109,I,"Tulsa-Rogers County Port, OK",84,4064211,0,0,0,4064211,-95.74002,36.2182,3051,0.68,0,1,65.92442645,27.18392309,63.39285714,59.10076743,0,0,25.71734986,85.49077086,24.11893487,79.9958123,20.66085028,13,36.20185746,36.25036271,-95.76169625,-95.70279701,95236
117,46,2385,I,"Kansas City Port Authority, MO",149,1152025,0,0,0,1152025,-94.606416,39.111694,2619,0.21,0,0,30.08844226,18.40539704,33.61287835,27.30826064,0,0,80.11081983,99.94161036,9.712538372,328.4647862,144.7487677,5,39.09554244,39.16691446,-94.68435987,-94.49311058,717216
118,33,2329,I,"Henderson County Riverport, KY",112,2254401,0,0,0,2254401,-87.593778,37.842685,2082,0.91,1,1,51.97970889,47.54063251,48.45165799,88.30497164,1,0,48.89537655,98.20422074,47.69649954,22.6024322,43.34866958,5,37.78590053,37.89122623,-87.63013656,-87.55945747,44798
119,129,2363,I,"Southern Indiana District, IN",22,27718360,0,0,0,27718360,-87.121112,37.917978,3992,0.4,0,0,58.30802969,96.50786474,66.66907654,30.77243911,0,0,49.2671592,19.15060952,82.10860719,0,19.24527718,6,37.84479977,38.00556005,-87.36612938,-87.06678265,19812
120,76,2331,I,"Owensboro Riverport, KY",102,2602530,0,0,0,2602530,-87.111688,37.776367,1689,0.92,1,1,37.18551186,49.65495086,37.79761905,78.47371181,1,0,63.25190658,99.12296381,47.15274968,30.71927552,39.4585977,27,37.61474627,37.82539767,-87.23308639,-86.9559135,103324
121,51,2333,I,"Louisville-Jefferson Port, KY",56,8409060,0,0,0,8409060,-85.760993,38.26147,4844,0.94,1,1,2.326730287,91.87706732,20.81405437,77.21173555,1,0,87.99213537,97.91703905,91.8758775,44.98028968,142.6071917,17,38.24834618,38.27744933,-85.81048209,-85.67189564,782964
122,15,2445,I,"Cincinnati, OH",69,6100844,0,0,0,6100844,-84.510365,39.09474,2724,0.78,0,0,25.54583574,41.89491469,25.44462117,57.60641594,1,0,87.2950429,97.49282046,35.16169717,69.23174284,180.6829619,37,39.05561222,39.12860108,-84.64115895,-84.39355117,830628
123,65,2370,I,"Nashville, TN",61,7060538,0,0,0,7060538,-86.77467,36.16513,3498,0.99,1,1,7.171775593,88.93106156,26.86162522,96.16878784,1,0,96.79218303,98.92872889,99.63472384,70.35349194,135.1273033,18,36.12719401,36.20722768,-86.79307442,-86.75773488,715878
124,14,2372,I,"Chattanooga, TN",113,2242927,0,0,0,2242927,-85.32682,35.02448,2491,0.5,0,0,20.8899653,90.81455393,22.56362059,96.98865532,1,0,86.54194471,99.7497587,99.99643053,85.64022034,81.44540322,6,34.99286395,35.05799958,-85.33687735,-85.31401058,366209
125,29,2371,I,"Guntersville, AL",133,1665855,0,0,0,1665855,-86.287506,34.373904,3898,0.7,0,1,49.34090033,78.72831545,54.29077501,59.95995996,1,0,41.37631077,38.54550221,90.58848726,6.764458144,17.14314791,19,34.32401112,34.38741442,-86.30039961,-86.26817826,97611
126,136,2021,C,"Tampa Port Authority, FL",21,27979907,10383539,8116064,2267475,17596368,-82.52235,27.78534,2655,0.05,0,0,55.20773087,23.75960783,51.37242144,65.91710758,0,1.920762842,33.65705434,42.9890728,7.175832282,0,0,75,27.76211615,27.9395068,-82.67411203,-82.37199358,1459779
127,52,2437,C,"Manatee County Port, FL",67,6182696,4700185,4469143,231042,1482511,-82.564143,27.633681,4204,0.27,1,1,61.55894544,99.87387859,75.53499132,67.56041756,1,8.638611,72.21282173,61.42113228,78.93534493,28.12006348,12.09063735,9,27.50988882,27.72331195,-82.59927535,-82.52721039,399714
128,12,2160,C,"Canaveral Port District, FL",66,6409414,4888177,4784205,103972,1521237,-80.60815,28.41409,2131,0,0,0,28.35333526,79.73966637,28.38948332,36.98579532,1,0.460419931,88.73331745,72.29590438,68.83492373,0,35.98131128,22,28.3770935,28.45193018,-80.66079744,-80.59912647,606621
129,103,1983,C,"Port of Palm Beach District, FL",116,2174351,1622597,595075,1027522,551754,-80.05267,26.76904,2494,0.64,0,1,37.44336804,50.91854461,39.7351552,89.16893084,1,0.047985685,78.57125834,98.26261037,45.78802085,50.39588208,45.45289096,13,26.71613495,26.82492531,-80.0589858,-80.04443422,1492199
130,85,1911,C,"Port Everglades, FL",24,25558659,11462086,8501765,2960321,14096573,-80.117801,26.093392,1237,0.67,0,1,7.458550222,97.03852652,8.545401966,69.18466085,1,0.605691205,98.90014299,97.17942302,75.07436404,33.55471403,49.96251982,14,26.04572302,26.13822947,-80.12221586,-80.10731782,1944381
131,111,1992,C,"PortMiami, FL",52,8846375,8686745,5917577,2769168,159630,-80.181642,25.782862,4910,0,0,0,23.67336611,41.8615996,25.7109119,68.51017684,1,0.086889729,92.37368923,91.73250396,18.24596055,20.41886182,108.2830806,27,25.66530323,25.90782951,-80.19930457,-80.12308203,2701776
132,82,2358,I,"Pittsburgh, PA Port of",35,17449752,0,0,0,17449752,-80.01612,40.44234,4654,0,0,0,46.86234818,10.07543488,47.5877193,29.25663759,0,0,70.73879886,96.22254793,7.141327368,75.53624423,179.3968384,5,40.42565473,40.4545269,-80.05233076,-79.99758911,1250536
133,64,3700,L,"Muskegon, MI",137,1512554,600509,600509,0,912045,-86.34316,43.227083,1014,0.1,0,0,75.04337767,32.31444685,71.07673029,24.48519949,0,0,24.06816015,49.28204578,44.89208291,0,0,10,43.16015297,43.28488077,-86.35078878,-86.21566699,174736
134,133,2320,I,"St. Paul Port Authority, MN",86,3882270,0,0,0,3882270,-93.0619,44.95157,3833,0.89,0,1,9.875650665,65.94067534,9.397291305,71.12231279,1,0,85.25738799,94.87124489,67.03114961,188.9961503,119.472957,3,44.94042579,44.95809556,-93.10516732,-93.04418929,552355
135,22,3924,L,"Duluth-Superior, MN and WI",20,29632165,6764321,886389,5877932,22867844,-92.096408,46.778362,1719,0.99,1,1,4.414883362,34.07538729,5.675245807,95.2690786,1,0,84.28145853,93.32928181,98.0522571,86.83333376,47.12497495,23,46.72593891,46.80389378,-92.12178822,-92.0718971,200233
136,141,3926,L,"Two Harbors, MN",40,12506767,2720706,0,2720706,9786061,-91.670685,47.014551,2846,0.19,0,0,97.7817139,1.356400067,96.01768845,10.74288574,0,0,0.057197331,5.078706848,1.998905361,49.40576032,42.18169854,3,47.00631661,47.02346668,-91.69303641,-91.65509837,10903
137,125,3928,L,"Silver Bay, MN",131,1730073,0,0,0,1730073,-91.256388,47.294208,2077,0.17,0,0,66.15215924,33.86359851,61.40471371,24.86414986,0,0,12.45948522,21.45640439,80.1132713,27.03564224,14.89713549,1,47.26850484,47.2950095,-91.27890113,-91.24667978,10903
138,96,2402,C,"Port of Harlingen Authority, TX",130,1768271,0,0,0,1768271,-97.597105,26.201976,4148,0.84,0,1,90.47980528,8.809461485,84.54188356,86.18856952,0,0.988608577,4.019304099,33.66818003,5.368488685,11.49391115,23.17225343,5,26.18859699,26.21588119,-97.60623854,-97.58778922,421020
139,10,2420,C,"Brownsville, TX",50,9104782,6485184,5498255,986929,2619598,-97.398138,25.952201,5072,0.88,0,1,53.96062271,99.93812912,66.62087912,95.00572001,1,11.17156,70.02025739,13.95631502,76.04645075,71.39610443,31.45825332,31,25.92316063,25.99176093,-97.43954503,-97.32729001,421020
140,28,1912,C,"Guaynabo, PR",134,1626732,1426844,1423416,3428,199888,-66.111141,18.430221,3021,0.96,1,1,67.72821477,78.18337577,99.16377482,41.95981696,1,5.253558,60.17755005,15.54355986,82.82964091,0,77.24948833,4,18.42372836,18.4457867,-66.12381553,-66.10510636,82872
141,121,1913,C,"San Juan, PR",42,10705832,5617846,5115815,502031,5087986,-66.096678,18.432783,3021,0,0,0,67.72821477,78.18337577,99.16377482,41.95981696,1,5.253558,60.17755005,15.54355986,82.82964091,0,102.4065089,7,18.42915633,18.43608565,-66.10412471,-66.09072802,82872
142,150,2220,C,"Yabucoa, PR",148,1179876,1058794,1058794,0,121082,-65.836226,18.051743,3021,0.97,1,1,67.72821477,78.18337577,99.16377482,41.95981696,1,5.253558,60.17755005,15.54355986,82.82964091,0,18.64235386,0,18.0445212,18.05999669,-65.8439864,-65.82539272,82872
143,27,1981,C,"Guayama, PR",127,1798998,1391912,1391912,0,407086,-66.156002,17.938939,3021,0.9,1,1,67.72821477,78.18337577,99.16377482,41.95981696,1,5.253558,60.17755005,15.54355986,82.82964091,0,17.07692605,0,17.92862828,17.94202497,-66.16290846,-66.15193703,82872
144,145,2443,C,"Virgin Islands - St. Croix, VI",70,5684193,3687860,1106655,2581205,1996333,-64.73242,17.75271,3021,0,1,1,67.72821477,78.18337577,99.16377482,41.95981696,1,5.253558,60.17755005,15.54355986,82.82964091,0,21.18037145,4,17.73581989,17.76122741,-64.7428016,-64.6926795,82872
145,35,4400,C,"Hilo, Hawai'i, HI",94,3008288,238863,238863,0,2769425,-155.054778,19.730616,5823,0.56,0,0,58.68544601,29.57746479,80.75117371,80.98591549,1,0,99.76525822,54.69483568,48.5915493,0,9.108512805,3,19.70801857,19.75609898,-155.0953981,-155.014623,200635
146,48,4405,C,"Kawaihae, Hawai'i, HI",117,2172615,0,0,0,2172615,-155.827966,20.035154,4341,0.4,0,0,87.08920188,46.24413146,92.95774648,26.5258216,1,0,80.98591549,12.67605634,45.30516432,0,21.52360602,2,20.00707874,20.06285202,-155.8473758,-155.8069882,200635
147,44,4410,C,"Kahului, Maui, HI",80,4210217,102326,102326,0,4107891,-156.4728,20.89861,6097,0.35,0,0,48.35680751,41.78403756,90.84507042,86.15023474,1,0,84.27230047,53.05164319,50,0,30.67876531,3,20.88739361,20.90873146,-156.4847742,-156.4591687,164756
148,36,4421,C,"Honolulu, O'ahu, HI",37,14417022,743099,647512,95587,13673923,-157.8717,21.31111,2788,0.93,1,1,4.929577465,85.3286385,17.84037559,98.12206573,1,0,92.48826291,95.07042254,98.5915493,1.212877707,101.096641,26,21.27989498,21.34276955,-157.9118053,-157.8315978,1016507
149,45,4458,C,"Kalaeloa Barbers Point, HI",55,8430576,5564615,5411949,152666,2865961,-158.113683,21.323066,2421,0.82,1,1,64.78873239,87.32394366,77.9342723,94.60093897,1,0,87.79342723,80.51643192,88.02816901,0,29.3905074,3,21.3161317,21.33328061,-158.1289658,-158.1040878,1016507
150,66,4431,C,"Nawiliwili, Kaua'i, HI",115,2191247,15397,15397,0,2175850,-159.352319,21.952484,7736,0.17,0,0,28.16901408,100,30.04694836,55.16431925,1,0,98.82629108,86.38497653,89.90610329,0,8.939862899,2,21.93545115,21.9687119,-159.3722829,-159.3348646,73296
